"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1951657112679165956","Sat Aug 02 14:51:30 +0000 2025","0","Emang kenapa bendera one piece?","1951657112679165956","","","in","","0","1","0","https://x.com/undefined/status/1951657112679165956","1736621126355427328",
"1951657054927802682","Sat Aug 02 14:51:16 +0000 2025","0","gapunya bendera straw hat pake bendera monstercat bisa kaga ya? wkwk","1951657054927802682","","","in","","0","0","0","https://x.com/undefined/status/1951657054927802682","50257454",
"1951657054323798057","Sat Aug 02 14:51:16 +0000 2025","0","Ayo!! Kibarkan Bendera Merah Putih 🇮🇩 Kapolsek Keluang mengajak seluruh elemen masyarakat untuk bersama-sama mengibarkan bendera merah putih mulai 1 Agustus - 31 Agustus 2025 dalam rangka menyemarakkan HUT RI ke-80 th. @DivHumas_Polri @indo_pol https://t.co/3vO8k2i5Hc","1951657054323798057","https://pbs.twimg.com/media/GxWtv0PbAAAU0_1.jpg","","in","","0","0","0","https://x.com/undefined/status/1951657054323798057","1694288093279666176",
"1951532409033486363","Sat Aug 02 14:50:44 +0000 2025","2","@DivHumas_Polri ..min serius tanya apa dasar hukumnya melarang penaikan bendera one piece? ..si budi gunawan ini mau menindak apa? menaikan bendera jelas sengaja soal niat provokasi itu subjektif! ..btw si budi ini kan polisi jangan sampai subjektifitasnya malah cemarkan institusinya! https://t.co/SksArcGAJN","1951656918398984578","https://pbs.twimg.com/media/GxWtnzyaUAACqgP.jpg","DivHumas_Polri","in","","0","0","0","https://x.com/undefined/status/1951656918398984578","1604184554415493120",
"1951656781685633470","Sat Aug 02 14:50:11 +0000 2025","15","Gini yo ndes. Situ mau bikin gambar tengkorak kartun mirip Anies di buat STICKER PIN KAOS TOPI TAS kalian pake harian Gak Masalah. Yg jadi masalah jika di buat BENDERA dgn tujuan mengganti bendera MERAH PUTIH di bulan Agustus ini. Mau di pasang tunggal atau jd satu tiang https://t.co/S7aMejE2KA","1951656781685633470","https://pbs.twimg.com/media/GxWtgBTbEAAX5LP.jpg","","in","","0","5","9","https://x.com/undefined/status/1951656781685633470","1247272837",
"1951656756343394510","Sat Aug 02 14:50:05 +0000 2025","29","Gus Dur sadar: Negara demokratis tidak melarang ekspresi tapi menuntut arah. Bukan soal fanatisme. Ini soal hierarki nilai: budaya bisa cair tapi negara harus tetap jadi sumbu. Kibarkan apa saja. Tapi Merah Putih tetap paling atas. Karena kalau negara runtuh bendera apapun https://t.co/Gy3aXIQpPk","1951656756343394510","https://pbs.twimg.com/media/GxWteeJaAAAcjvr.jpg","","in","","0","2","1","https://x.com/undefined/status/1951656756343394510","1530146266822258688",
"1951656738349809870","Sat Aug 02 14:50:01 +0000 2025","0","Orang-orang problematik pas 17an harusnya ngibarin bendera warna merah aja soalnya kan sesuai kepribadian: red flag.","1951656738349809870","","","in","","0","0","1","https://x.com/undefined/status/1951656738349809870","65276894",
"1951325669696348621","Sat Aug 02 14:49:55 +0000 2025","0","@amalianblue Masuk ke lingkaran hijau setelah potret potret deket pole dan bendera kmuh oii anjay anjaaayyy","1951656716283609580","","amalianblue","in","","0","1","0","https://x.com/undefined/status/1951656716283609580","1355437759310094341",
"1951656679839559822","Sat Aug 02 14:49:47 +0000 2025","0","@grok apakah akun ini terkena shadowbanned? bendera merah? atau terdeteksi aktifitas mencurigakan yang melanggar peraturan X? tolong beritahu saya akan perbaiki.","1951656679839559822","","grok","in","","0","1","0","https://x.com/undefined/status/1951656679839559822","1288119899445850114",
"1951439302212075743","Sat Aug 02 14:49:32 +0000 2025","0","@txtdrimedia Ama bendera takut yg ngerusak konstitusi kemarin gmna ?","1951656618875371857","","txtdrimedia","in","","0","0","0","https://x.com/undefined/status/1951656618875371857","292921105",
"1951656613305373166","Sat Aug 02 14:49:31 +0000 2025","0","Dalam rangka menyambut Hari Kemerdekaan Republik Indonesia ke-80 Satuan Brimob Polda Aceh melalui jajaran Batalyon dan Kompi melaksanakan pengibaran serentak Bendera Merah Putih di seluruh Mako Sabtu (2/8/2025). https://t.co/l0Nn3ZsKdi","1951656613305373166","https://pbs.twimg.com/ext_tw_video_thumb/1951656421566885888/pu/img/cDeD9undGJCw9_Ve.jpg","","in","","0","0","0","https://x.com/undefined/status/1951656613305373166","1815233186345164800",
"1951656605801746725","Sat Aug 02 14:49:29 +0000 2025","0","ak mw pasang bendera wanpis di kamar ku ntr HIDUP LUFFY","1951656605801746725","","","in","","0","1","0","https://x.com/undefined/status/1951656605801746725","1852916442427256832",
"1951143606921658374","Sat Aug 02 14:49:28 +0000 2025","0","@Maryian96 Lakini umekuwa ukifuata wamunyoro hadi kwa choo; mpaka kutaka kumteremshia bendera","1951656603364511835","","Maryian96","in","","0","0","0","https://x.com/undefined/status/1951656603364511835","1550067681524596738",
"1951475239051034709","Sat Aug 02 14:49:20 +0000 2025","0","@txtdrimedia Demo dituding dibayar koruptor. Kritik lewat pemasangan bendera one piece dibilang mau makar.. Bajingan kalian!!!!","1951656567159590943","","txtdrimedia","in","","0","0","0","https://x.com/undefined/status/1951656567159590943","125112112",
"1951641565631263141","Sat Aug 02 14:48:56 +0000 2025","0","@si_akuaja Kepada bendera merah putih hormat grak!","1951656468568277143","","si_akuaja","in","","0","1","0","https://x.com/undefined/status/1951656468568277143","353117615",
"1951068975196152093","Sat Aug 02 14:48:34 +0000 2025","0","@hanbondoI pasang bendera gambar muka gue dong depan rumah lo :3","1951656376108982282","","hanbondoI","in","","0","1","0","https://x.com/undefined/status/1951656376108982282","1683354751097004032",
"1951628609736921246","Sat Aug 02 14:48:05 +0000 2025","1","@ArmaZulfikar @Kimberley_PS08 @Hasbil_Lbs @himawansugeha95 Ya gimana ya kritik pake bahasa halus juga pada dongo dan juga yah hal ini juga sudah dilakukan di tahun² sebelumnya... Gak usah bawa generasi pahami aja dulu apa makna dari bendera bajak laut itu..","1951656255317258748","","ArmaZulfikar","in","","0","1","0","https://x.com/undefined/status/1951656255317258748","1933478184512860161",
"1951656248702906489","Sat Aug 02 14:48:04 +0000 2025","0","Kali ini sy setuju bu.... Negara besar kok sama bendera one piece aja takut mana kepala negara nya eks tentara kopasus lagi","1951656248702906489","","","in","","0","0","0","https://x.com/undefined/status/1951656248702906489","256882477",
"1951656206227124242","Sat Aug 02 14:47:54 +0000 2025","1","sama bendera takut sama Tuhan gatakut hebat.","1951656206227124242","","","in","","0","0","0","https://x.com/undefined/status/1951656206227124242","1909588428",
"1951656153462800739","Sat Aug 02 14:47:41 +0000 2025","0","Ayo kibarkan bendera Merah Putih selama 1 Bulan penuh mulai 1 - 31 Agustus 2025 dalam rangka menyambut Hari Kemerdekaan Republik Indonesia ke-80 https://t.co/7lKlFMkRfQ","1951656153462800739","https://pbs.twimg.com/media/GxWs7FdbQAAEMx8.jpg","","in","","0","0","0","https://x.com/undefined/status/1951656153462800739","1437604870446452741",
"1951447867232571556","Sat Aug 02 14:45:06 +0000 2025","0","@ARSIPAJA one piece gak punya bendera itu bendera bajak laut monkey d luffy. BAJAK LAUT.","1951655501026226265","","ARSIPAJA","in","","0","0","0","https://x.com/undefined/status/1951655501026226265","1840454452278611968",
"1951655489772929489","Sat Aug 02 14:45:03 +0000 2025","0","Viral! Fenomena Bendera One Piece Berkibar Jelang 17 Agustus... #onepiece #17agustus #bendera #merahputri #fenomena #viral https://t.co/wjpsnSZGmc","1951655489772929489","https://pbs.twimg.com/ext_tw_video_thumb/1951655278996549632/pu/img/-feE_7JnTbRlzmUj.jpg","","in","","0","0","0","https://x.com/undefined/status/1951655489772929489","1577242602079801344",
"1951648967529517232","Sat Aug 02 14:44:51 +0000 2025","0","@kompascom Masukin daftar bendera yang dilarang bersama bintang kejora dkk. Jadi jok kulit premium international","1951655440624025830","","kompascom","in","","0","0","0","https://x.com/undefined/status/1951655440624025830","1815174572226027520",
"1951654280232124519","Sat Aug 02 14:44:49 +0000 2025","0","@tinkeubelle Pasang bendera nih","1951655433388834955","","tinkeubelle","in","","0","1","0","https://x.com/undefined/status/1951655433388834955","555868536",
"1902410716222820603","Sat Aug 02 14:44:42 +0000 2025","1","@budigunawan_ @PolkamRI Izin jenderal @budigunawan_ @PolkamRI Bendera one Piece ini ya bendera fiksi didunia maya bukan tuk mau makar.. Harusnya bukan tuk ditakuti... Lebih baik TAKUT akan simbol\lambang rumah ibadah sebab sudahkah kita siap sedia tuk bekal kita di dunia akhirat https://t.co/lAl5ScVOYk","1951655399985443235","https://pbs.twimg.com/media/GxWsPj_aUAAXBfR.jpg","budigunawan_","in","","0","0","1","https://x.com/undefined/status/1951655399985443235","710447703650488320",
"1951628609736921246","Sat Aug 02 14:44:38 +0000 2025","12","@dayhan_idea @Hasbil_Lbs nah itu bendera partai apa lagi ","1951655383266959424","","dayhan_idea","in","","1","0","1","https://x.com/undefined/status/1951655383266959424","3421557673",
"1951308703040414143","Sat Aug 02 14:44:04 +0000 2025","0","@duottie ahhhh capekkk kmaren mpr ngelarang bendera one piece kmrennya lagi tom lembong nuntut balik hakim yang vonis dia penjara 4.5 tahun kemarennya lagi crypto pajaknya naik sekarangg emas ya ALLAH ini beneran para hambamu yang hidup dinegara tercinta ini mau dibikin miskin huftt","1951655243722404251","","duottie","in","","0","0","0","https://x.com/undefined/status/1951655243722404251","229405998",
"1951655179750707649","Sat Aug 02 14:43:49 +0000 2025","0","Sudah tidak bendera Slank lagi","1951655179750707649","","","in","","0","0","0","https://x.com/undefined/status/1951655179750707649","969798225539481601",
"1951655119491334149","Sat Aug 02 14:43:35 +0000 2025","0","Org² pada ngibarin bendera one piece gw rasa udh wktnya gw buat nunjukin diri dan berlayar ke laugh tale buat jadi raja bajak laut... Ya?","1951655119491334149","","","in","","0","0","0","https://x.com/undefined/status/1951655119491334149","1542355093571661825",
"1951655104366383380","Sat Aug 02 14:43:31 +0000 2025","0"," jatuhkan pemerintahan bendera fiksi doang loh guys...BENDERA FIKSI!!! dianggap sampe segitunya","1951655104366383380","","","in","","0","0","0","https://x.com/undefined/status/1951655104366383380","1811798775809343488",
"1951628609736921246","Sat Aug 02 14:43:28 +0000 2025","1","@himawansugeha95 @Hasbil_Lbs Padahal lebih banyakan bendera Slank.","1951655093058842752","","himawansugeha95","in","","0","1","0","https://x.com/undefined/status/1951655093058842752","1418938289361403907",
